owl_6.5%camber
1	0
0.982051282	0.0065275
0.964102564	0.012824875
0.946153846	0.018872068
0.928205128	0.024653452
0.91025641	0.030157563
0.892307692	0.035376832
0.874358974	0.040307311
0.856410256	0.044948406
0.838461538	0.049302607
0.820512821	0.053375216
0.802564103	0.057174079
0.784615385	0.060709309
0.766666667	0.063993024
0.748717949	0.067039065
0.730769231	0.069862732
0.712820513	0.072480505
0.694871795	0.074909777
0.676923077	0.077168574
0.658974359	0.079275285
0.641025641	0.081248381
0.623076923	0.083106145
0.605128205	0.08486639
0.587179487	0.08654618
0.569230769	0.088161549
0.551282051	0.089727222
0.533333333	0.091256324
0.515384615	0.092760099
0.497435897	0.094247615
0.479487179	0.095725469
0.461538462	0.097197493
0.443589744	0.098664445
0.425641026	0.100123698
0.407692308	0.101568922
0.38974359	0.102989754
0.371794872	0.104371453
0.353846154	0.10569454
0.335897436	0.106934421
0.317948718	0.108060971
0.3	0.109038096
0.295254237	0.109266264
0.290508475	0.109480182
0.285762712	0.109678948
0.281016949	0.109861624
0.276271186	0.110027238
0.271525424	0.110174778
0.266779661	0.110303192
0.262033898	0.110411392
0.257288136	0.110498247
0.252542373	0.110562585
0.24779661	0.110603191
0.243050847	0.110618806
0.238305085	0.110608126
0.233559322	0.1105698
0.228813559	0.110502428
0.224067797	0.110404561
0.219322034	0.110274697
0.214576271	0.110111283
0.209830508	0.109912709
0.205084746	0.109677307
0.200338983	0.10940335
0.19559322	0.109089047
0.190847458	0.108732543
0.186101695	0.108331915
0.181355932	0.107885165
0.176610169	0.107390223
0.171864407	0.106844937
0.167118644	0.10624707
0.162372881	0.105594297
0.157627119	0.104884194
0.152881356	0.104114238
0.148135593	0.103281793
0.143389831	0.102384107
0.138644068	0.101418298
0.133898305	0.100381344
0.129152542	0.099270069
0.12440678	0.098081132
0.119661017	0.096811003
0.114915254	0.095455947
0.110169492	0.094011996
0.105423729	0.092474921
0.100677966	0.090840195
0.095932203	0.089102953
0.091186441	0.087257933
0.086440678	0.085299419
0.081694915	0.083221149
0.076949153	0.081016223
0.07220339	0.078676959
0.067457627	0.07619473
0.062711864	0.073559731
0.057966102	0.070760673
0.053220339	0.067784359
0.048474576	0.064615087
0.043728814	0.061233782
0.038983051	0.057616686
0.034237288	0.053733307
0.029491525	0.049543021
0.024745763	0.044989083
0.02	0.039987083
0.01875	0.038579711
0.0175	0.037128891
0.01625	0.035630603
0.015	0.034080045
0.01375	0.032471405
0.0125	0.030797522
0.01125	0.02904941
0.01	0.027215513
0.00875	0.025280542
0.0075	0.023223519
0.00625	0.021014263
0.005	0.018606486
0.00375	0.015922299
0.0025	0.012809887
0.002222222	0.012030794
0.001944444	0.011207203
0.001666667	0.010329248
0.001388889	0.009382727
0.001111111	0.008345844
0.000833333	0.007181907
0.000555556	0.005819375
0.000277778	0.004073549
0	0
0.000277778	-0.003872173
0.000555556	-0.005416834
0.000833333	-0.006578412
0.001111111	-0.007541606
0.001388889	-0.008377957
0.001666667	-0.009124157
0.001944444	-0.009802001
0.002222222	-0.010425692
0.0025	-0.011005095
0.00375	-0.013221499
0.005	-0.01501392
0.00625	-0.016534162
0.0075	-0.017860099
0.00875	-0.019038007
0.01	-0.020098055
0.01125	-0.021061209
0.0125	-0.021942744
0.01375	-0.022754203
0.015	-0.023504562
0.01625	-0.024200967
0.0175	-0.024849221
0.01875	-0.02545411
0.02	-0.026019643
0.024745763	-0.027862551
0.029491525	-0.029315533
0.034237288	-0.030462329
0.038983051	-0.031359026
0.043728814	-0.032045589
0.048474576	-0.032551862
0.053220339	-0.032900957
0.057966102	-0.03311131
0.062711864	-0.033197989
0.067457627	-0.03317356
0.07220339	-0.033048691
0.076949153	-0.032832567
0.081694915	-0.032533204
0.086440678	-0.032157675
0.091186441	-0.031712281
0.095932203	-0.031202685
0.100677966	-0.030634013
0.105423729	-0.03001094
0.110169492	-0.029337753
0.114915254	-0.028618402
0.119661017	-0.027856547
0.12440678	-0.027055593
0.129152542	-0.026218715
0.133898305	-0.02534889
0.138644068	-0.024448912
0.143389831	-0.023521414
0.148135593	-0.02256888
0.152881356	-0.021593661
0.157627119	-0.020597983
0.162372881	-0.01958396
0.167118644	-0.018553601
0.171864407	-0.017508818
0.176610169	-0.016451433
0.181355932	-0.015383182
0.186101695	-0.014305724
0.190847458	-0.013220641
0.19559322	-0.012129447
0.200338983	-0.011033587
0.205084746	-0.009934444
0.209830508	-0.008833343
0.214576271	-0.007731547
0.219322034	-0.00663027
0.224067797	-0.00553067
0.228813559	-0.004433855
0.233559322	-0.003340888
0.238305085	-0.002252782
0.243050847	-0.001170507
0.24779661	-9.49918E-05
0.252542373	0.000972879
0.257288136	0.002032258
0.262033898	0.003082339
0.266779661	0.004122352
0.271525424	0.005151564
0.276271186	0.006169276
0.281016949	0.007174824
0.285762712	0.008167577
0.290508475	0.009146937
0.295254237	0.010112335
0.3	0.011063236
0.317948718	0.014519996
0.335897436	0.017738749
0.353846154	0.020701024
0.371794872	0.023393218
0.38974359	0.025806152
0.407692308	0.027934662
0.425641026	0.029777216
0.443589744	0.031335555
0.461538462	0.032614351
0.479487179	0.033620877
0.497435897	0.034364683
0.515384615	0.034857291
0.533333333	0.035111885
0.551282051	0.035143016
0.569230769	0.034966306
0.587179487	0.034598155
0.605128205	0.034055459
0.623076923	0.03335532
0.641025641	0.032514766
0.658974359	0.031550469
0.676923077	0.030478466
0.694871795	0.029313883
0.712820513	0.028070656
0.730769231	0.026761256
0.748717949	0.025396415
0.766666667	0.023984852
0.784615385	0.022532998
0.802564103	0.021044725
0.820512821	0.019521075
0.838461538	0.017959984
0.856410256	0.016356014
0.874358974	0.014700082
0.892307692	0.012979188
0.91025641	0.011176143
0.928205128	0.009269305
0.946153846	0.0072323
0.964102564	0.00503376
0.982051282	0.002637051
1	0
